,Player,Country,Team,Type,Auction_Base_price,Auc_Base_price_pounds,Bat_Inns_21_22,NOs_21_22,Run_21_22,HS_21,HS_22,Bat_Avg_21_22,BF_21_22,BatSR_21_22,100s_21_22,50s_21_22,4s_21_22,6s_21_22,Bowl_Inns_21_22,Ov_21_22,BowlRunsConc_21_22,Wkts_21_22,Bowl_Avg_21_22,Econ_21_22,BowlSR_21_22,4w_21_22,5w_21_22,Dots_21_22,Catches_21_22,Run outs,Stumpings_21_22
407,Kartikeya Kak,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
408,Ronit More,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
409,M Nidheesh,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
410,Babasafi Pathan,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
411,Vidyadhar Patil,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
412,Mukesh Kumar Singh,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
413,R. Alexandar,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
414,Adithya Ashok,New Zealand,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
415,Jasmer Dhankhar,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
416,Prerit Dutta,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
417,Jon Russ Jaggesar,West Indies,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
418,S. Kishan Kumar,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
419,Kevin Koththigoda,Sri Lanka,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
420,Swaraj Wabale,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
421,Donavon Ferreira,South Africa,Unsold,Batsman,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
422,Bhupen Lalwani,India,Unsold,Batsman,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
423,Henan Malik,India,Unsold,Batsman,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
424,Pukhraj Mann,India,Unsold,Batsman,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
425,Shashwat Rawat,India,Unsold,Batsman,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
426,Jake Weatherald,Australia,Unsold,Batsman,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
427,Gerald Coetzee,South Africa,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
428,Akshay Karnewar,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
429,Sumit Kumar,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
430,Abid Mushtaq,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
431,Lone Muzaffar,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
432,Ninad Rathva,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
433,Shoun Roger,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
434,Jaideep Bhambhu,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
435,Nandre Burger,South Africa,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,V Koushik,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
437,Akash Madhwal,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
438,Anuj Raj,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
439,Abhijeet Saket,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
440,Rahul Shukla,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
441,Nuwan Thushara,Sri Lanka,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
442,Amit Ali,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,Chaitanya Bishnoi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
444,Migael Pretorius,South Africa,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
445,Shivam Sharma,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
446,Pratyush Singh,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
447,Dhrushant Soni,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
448,M Venkatesh,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
449,Bandaru Ayyappa,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
450,Gurnoor Singh Brar,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
451,Akash Choudhary,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
452,Mohit Jangra,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
453,Aaqib Khan,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
454,Ruben Trumpelmann,Namibia,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
455,Auqib Dar,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
456,Chirag Gandhi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
457,Sijomon Joseph,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
458,Anirudha Joshi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
459,Shubham Sharma,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
460,Shubham Singh,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
461,Arpit Guleria,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
462,Vipul Krishna,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
463,Safvan Patel,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
464,Chinntla Readdi,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
465,Manish Reddy,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
466,Ravi Sharma,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
467,Corbin Bosch,South Africa,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
468,Nathan McAndrew,Australia,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
469,Diwesh Pathania,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
470,Shubham Ranjane,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
471,Tom Rogers,Australia,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
472,Johannes Smit,Namibia,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
473,Sagar Trivedi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
474,Harsh Tyagi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
475,R. Vivek,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
476,R.Sonu Yadav,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
477,V. Athisayaraj,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
478,Ottneil Baartman,South Africa,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
479,M.B. Darshan,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
480,V. Gowtham,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
481,Khwezi Gumede,South Africa,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
482,Liam Guthrie,Australia,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
483,Liam Hatcher,Australia,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
484,Jay Bista,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
485,Saurav Chuahan,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
486,Tajinder Dhillon,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
487,Dikshanshu Negi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
488,Abhishek Raut,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
489,K.V. Sasikanth,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
490,Bharat Sharma,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
491,Amit Yadav,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
492,Arun Chaprana,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
493,Ajay Dev Goud,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
494,Divyang Hinganekar,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
495,Azim Kazi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
496,Sujit Nayak,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
497,Parth Sahani,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
498,Ashutosh Sharma,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
499,Kumar Kartikeya Singh,India,Unsold,All-Rounder,2000000,19944.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,4.0,13.0,102.0,5.0,20.4,7.846153846153846,15.6,0.0,0.0,30.0,0.0,0.0,0.0
500,Ravi Chauhan,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
501,Shafiqullah Ghafari,Afghanistan,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
502,M. Mohammed,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
503,Pulkit Narang,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
504,Pradosh Paul,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
505,Pushpendra Singh Rathore,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
506,Jason Sangha,Australia,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
507,Purnank Tyagi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
508,Dev Lakra,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
509,Lakhan Raja,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
510,Girinath Reddy,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
511,Siddhant Sharma,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
512,Matthew Short,Australia,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
513,Saurin Thakar,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
514,Nyeem Young,West Indies,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
515,Yuvraj Chaudhary,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
516,Khizar Dafedar,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
517,Sahil Dhiwan,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
518,Arjit Gupta,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
519,Mickil Jaiswal,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
520,Ryan John,West Indies,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
521,J. Kousik,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
522,Jitender Pal,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
523,Jonty Sidhu,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
524,Yashovardhan Singh,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
525,Beyers Swanepoel,South Africa,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
526,Pranshu Vijayran,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
527,Ishan Afridi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
528,Mohammed Afridi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
529,Prerit Agrawal,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
530,Aidan Cahill,Australia,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
531,Mark Deyal,West Indies,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
532,Nidhish Rajagopal,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
533,Bavanaka Sandeep,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
534,Safyaan Sharif,Scotland,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
535,Henry Shipley,New Zealand,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
536,Maxwell Swaminathan,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
537,Johan Van Dyk,South Africa,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
538,Dunith Wellalage,Sri Lanka,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
539,Agnivesh Ayachi,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
540,Aaron Hardie,Australia,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
541,Lance Morris,Australia,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
542,Nivethan Radhakrishnan,Australia,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
543,Rohan Rana,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
544,K Nitish Reddy,India,Unsold,Batsman,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
545,Hardik Tamore,India,Unsold,Wicket-Keeper,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
546,Mihir Hirwani,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
547,Sairaj Patil,India,Unsold,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
548,Monu Singh,India,Unsold,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
549,Ben Stokes,Overseas,Chennai Super Kings,All-Rounder,162500000,1620450.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,Kyle Jamieson,Overseas,Chennai Super Kings,Bowler,10000000,99720.0,14.0,3.0,65.0,16.0,0.0,9.285714285714286,55.0,118.18181818181819,0.0,0.0,5.0,3.0,9.0,28.0,269.0,9.0,29.88888888888889,9.607142857142858,18.666666666666668,0.0,0.0,70.0,2.0,0.0,0.0
551,Nishant Sindhu,India,Chennai Super Kings,All-Rounder,6000000,59832.0,,,,,,,,,,,,,,,,,,,,,,,,,
552,Bhagath Varma,India,Chennai Super Kings,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
553,Shaik Rasheed,India,Chennai Super Kings,Batsman,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
554,Mukesh Kumar,India,Delhi Capitals,Bowler,55000000,548460.0,,,,,,,,,,,,,,,,,,,,,,,,,
555,Phil Salt,Overseas,Delhi Capitals,Wicket-Keeper,20000000,199440.0,,,,,,,,,,,,,,,,,,,,,,,,,
556,Joshua Little,Overseas,Gujarat Titans,Bowler,44000000,438768.0,,,,,,,,,,,,,,,,,,,,,,,,,
557,Kane Williamson,Overseas,Gujarat Titans,Batsman,20000000,199440.0,20.0,6.0,482.0,66.0,57.0,20.956521739130434,466.0,103.43347639484979,0.0,3.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
558,Suyash Sharma,India,Kolkata Knight Riders,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
559,Swapnil Singh,India,Lucknow Super Giants,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
560,Cameron Green,Overseas,Mumbai Indians,All-Rounder,175000000,1745100.0,,,,,,,,,,,,,,,,,,,,,,,,,
561,Jhye Richardson,Overseas,Mumbai Indians,Bowler,15000000,149580.0,4.0,0.0,15.0,15.0,0.0,7.5,24.0,62.5,0.0,0.0,2.0,0.0,3.0,11.0,117.0,3.0,39.0,10.636363636363637,22.0,0.0,0.0,0.0,0.0,0.0,0.0
562,Nehal Wadhera,India,Mumbai Indians,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
563,Raghav Goyal,India,Mumbai Indians,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
564,Sam Curran,Overseas,Punjab Kings,All-Rounder,185000000,1844820.0,8.0,1.0,56.0,34.0,0.0,14.0,29.0,193.10344827586206,0.0,0.0,5.0,3.0,9.0,33.0,328.0,9.0,36.44444444444444,9.93939393939394,22.0,0.0,0.0,76.0,1.0,0.0,0.0
565,Sikandar Raza,Overseas,Punjab Kings,All-Rounder,5000000,49860.0,,,,,,,,,,,,,,,,,,,,,,,,,
566,Shivam Singh,India,Punjab Kings,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
567,Vidwath Kaverappa,India,Punjab Kings,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
568,Mohit Rathee,India,Punjab Kings,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
569,Joe Root,Overseas,Rajasthan Royals,Batsman,10000000,99720.0,,,,,,,,,,,,,,,,,,,,,,,,,
570,Donovan Ferreira,Overseas,Rajasthan Royals,Wicket-Keeper,5000000,49860.0,,,,,,,,,,,,,,,,,,,,,,,,,
571,Abdul P A,India,Rajasthan Royals,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
572,Akash Vashisht,India,Rajasthan Royals,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
573,Kunal Rathore,India,Rajasthan Royals,Wicket-Keeper,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
574,Will Jacks,Overseas,Royal Challengers Bangalore,Batsman,32000000,319104.0,,,,,,,,,,,,,,,,,,,,,,,,,
575,Rajan Kumar,India,Royal Challengers Bangalore,Bowler,7000000,69804.0,,,,,,,,,,,,,,,,,,,,,,,,,
576,Avinash Singh,India,Royal Challengers Bangalore,Bowler,6000000,59832.0,,,,,,,,,,,,,,,,,,,,,,,,,
577,Sonu Yadav,India,Royal Challengers Bangalore,All-Rounder,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
578,Himanshu Sharma,India,Royal Challengers Bangalore,Bowler,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
579,Harry Brook,Overseas,Sunrisers Hyderabad,Batsman,132500000,1321290.0,,,,,,,,,,,,,,,,,,,,,,,,,
580,Mayank Agarwal,India,Sunrisers Hyderabad,Batsman,82500000,822690.0,24.0,1.0,637.0,99.0,52.0,26.541666666666668,474.0,134.38818565400845,0.0,5.0,65.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,0.0
581,Nitish Kumar Reddy,India,Sunrisers Hyderabad,Wicket-Keeper,2000000,19944.0,,,,,,,,,,,,,,,,,,,,,,,,,
582,Tom Banton,Overseas,Unsold,Wicket-Keeper,20000000,199440.0,,,,,,,,,,,,,,,,,,,,,,,,,
583,Travis Head,Overseas,Unsold,Batsman,20000000,199440.0,,,,,,,,,,,,,,,,,,,,,,,,,
584,Jimmy Neesham,Overseas,Unsold,All-Rounder,20000000,199440.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,66.0,5.0,13.2,7.333333333333333,10.8,0.0,0.0,0.0,0.0,0.0,0.0
585,Jamie Overton,Overseas,Unsold,All-Rounder,20000000,199440.0,,,,,,,,,,,,,,,,,,,,,,,,,
586,Mujeeb Rahman,Overseas,Unsold,Bowler,10000000,99720.0,,,,,,,,,,,,,,,,,,,,,,,,,
587,Tom Latham,Overseas,Unsold,Wicket-Keeper,10000000,99720.0,,,,,,,,,,,,,,,,,,,,,,,,,
588,Michael Bracewell,Overseas,Unsold,All-Rounder,10000000,99720.0,,,,,,,,,,,,,,,,,,,,,,,,,
589,Luke Wood,Overseas,Unsold,Bowler,10000000,99720.0,,,,,,,,,,,,,,,,,,,,,,,,,
590,Matt Henry,Overseas,Unsold,Bowler,10000000,99720.0,,,,,,,,,,,,,,,,,,,,,,,,,
591,Rahkeem Cornwall,Overseas,Unsold,All-Rounder,10000000,99720.0,,,,,,,,,,,,,,,,,,,,,,,,,
592,Tom Curran,Overseas,Unsold,All-Rounder,7500000,74790.0,4.0,1.0,21.0,21.0,0.0,10.5,17.0,123.52941176470588,0.0,0.0,2.0,0.0,3.0,11.0,104.0,4.0,26.0,9.454545454545455,16.5,0.0,0.0,0.0,0.0,0.0,0.0
593,Darcy Short,Overseas,Unsold,All-Rounder,7500000,74790.0,,,,,,,,,,,,,,,,,,,,,,,,,
594,David Payne,Overseas,Unsold,Bowler,7500000,74790.0,,,,,,,,,,,,,,,,,,,,,,,,,
595,Johnson Charles,Overseas,Unsold,Wicket-Keeper,5000000,49860.0,,,,,,,,,,,,,,,,,,,,,,,,,
596,Lorcan Tucker,Overseas,Unsold,Wicket-Keeper,5000000,49860.0,,,,,,,,,,,,,,,,,,,,,,,,,
597,Reeza Hendricks,Overseas,Unsold,Batsman,5000000,49860.0,,,,,,,,,,,,,,,,,,,,,,,,,
598,Christiaan Jonker,Overseas,Unsold,Batsman,5000000,49860.0,,,,,,,,,,,,,,,,,,,,,,,,,
599,Harry Tector,Overseas,Unsold,Batsman,5000000,49860.0,,,,,,,,,,,,,,,,,,,,,,,,,
600,Richard Gleeson,Overseas,Unsold,Bowler,5000000,49860.0,,,,,,,,,,,,,,,,,,,,,,,,,
